Sent_Timestamp,Average_Duration
1556139869736,1.00
1556139870429,1.00
1556139867753,0.00
1556139868744,0.00
1556139871912,0.00
1556139867556,0.00
1556139870106,0.00
1556139869025,0.00
1556139868635,0.00
1556139872457,0.00
1556139870696,0.00
1556139868442,0.33
1556139868646,0.00
1556139871378,0.00
1556139868538,1.00
1556139869540,0.00
1556139869242,0.00
1556139872063,0.00
1556139868249,0.00
1556139868945,0.00
1556139868733,0.33
1556139868241,0.00
1556139871574,1.00
1556139871970,0.00
1556139869342,0.00
1556139870304,0.00
1556139869932,1.00
1556139871478,0.00
1556139869441,0.00
1556139872264,0.00
1556139870401,0.00
1556139868930,0.00
1556139869907,0.00
1556139870823,0.00
1556139867853,1.00
1556139870500,0.00
1556139867754,0.00
1556139868144,1.00
1556139869813,0.00
1556139870890,0.33
1556139870925,0.00
1556139871421,0.00
1556139867850,1.00
1556139867952,0.00
1556139871867,0.00
1556139870789,0.00
1556139872308,1.00
1556139871182,0.33
1556139871123,0.00
1556139868151,1.00
1556139867951,1.00
1556139869640,0.00
1556139868051,0.67
1556139870531,0.00
1556139867655,0.00
1556139870990,0.33
1556139869420,1.00
1556139869123,0.00
1556139872166,0.00
1556139869324,0.00
1556139872011,1.00
1556139871517,1.00
1556139872111,0.00
1556139869043,1.00
1556139871219,0.00
1556139871769,0.00
1556139870628,1.00
1556139867555,1.00
1556139872362,0.00
1556139870593,0.00
1556139871813,0.33
1556139868844,1.00
1556139871617,0.00
1556139868546,0.00
1556139868340,1.00
1556139869833,1.00
1556139871323,0.67
1556139870033,0.67
1556139872409,0.00
1556139870134,1.00
1556139870328,1.00
1556139869221,0.00
1556139869615,1.00
1556139871718,1.00
1556139871024,0.00
1556139869520,0.00
1556139871083,0.00
1556139869714,0.00
1556139870009,0.00
1556139868830,1.00
1556139871284,0.00
1556139868448,0.33
1556139871673,0.00
1556139870725,0.00
1556139868348,0.00
1556139869142,0.00
1556139872211,1.00
1556139868046,0.00
1556139870229,0.00
1556139870201,0.00
